Country_Region,Date,Category,value
Austria,2020-03-11,Deaths,0
Austria,2020-03-11,Recovered,4
Austria,2020-03-12,Confirmed,302
Austria,2020-03-12,Deaths,1
Austria,2020-03-12,Recovered,4
Austria,2020-03-13,Confirmed,504
Austria,2020-03-13,Deaths,1
Austria,2020-03-13,Recovered,6
Austria,2020-03-14,Confirmed,655
Austria,2020-03-14,Deaths,1
Austria,2020-03-14,Recovered,6
Austria,2020-03-15,Confirmed,860
Austria,2020-03-15,Deaths,1
Austria,2020-03-15,Recovered,6
Austria,2020-03-16,Confirmed,1018
Austria,2020-03-16,Deaths,3
Austria,2020-03-16,Recovered,6
Austria,2020-03-17,Confirmed,1332
Austria,2020-03-17,Deaths,3
Austria,2020-03-17,Recovered,1
Azerbaijan,2020-01-22,Confirmed,0
Azerbaijan,2020-01-22,Deaths,0
Azerbaijan,2020-01-22,Recovered,0
Azerbaijan,2020-01-23,Confirmed,0
Azerbaijan,2020-01-23,Deaths,0
Azerbaijan,2020-01-23,Recovered,0
Azerbaijan,2020-01-24,Confirmed,0
Azerbaijan,2020-01-24,Deaths,0
Azerbaijan,2020-01-24,Recovered,0
Azerbaijan,2020-01-25,Confirmed,0
Azerbaijan,2020-01-25,Deaths,0
Azerbaijan,2020-01-25,Recovered,0
Azerbaijan,2020-01-26,Confirmed,0
Azerbaijan,2020-01-26,Deaths,0
Azerbaijan,2020-01-26,Recovered,0
Azerbaijan,2020-01-27,Confirmed,0
Azerbaijan,2020-01-27,Deaths,0
Azerbaijan,2020-01-27,Recovered,0
Azerbaijan,2020-01-28,Confirmed,0
Azerbaijan,2020-01-28,Deaths,0
Azerbaijan,2020-01-28,Recovered,0
Azerbaijan,2020-01-29,Confirmed,0
Azerbaijan,2020-01-29,Deaths,0
Azerbaijan,2020-01-29,Recovered,0
Azerbaijan,2020-01-30,Confirmed,0
Azerbaijan,2020-01-30,Deaths,0
Azerbaijan,2020-01-30,Recovered,0
Azerbaijan,2020-01-31,Confirmed,0
Azerbaijan,2020-01-31,Deaths,0
Azerbaijan,2020-01-31,Recovered,0
Azerbaijan,2020-02-01,Confirmed,0
Azerbaijan,2020-02-01,Deaths,0
Azerbaijan,2020-02-01,Recovered,0
Azerbaijan,2020-02-02,Confirmed,0
Azerbaijan,2020-02-02,Deaths,0
Azerbaijan,2020-02-02,Recovered,0
Azerbaijan,2020-02-03,Confirmed,0
Azerbaijan,2020-02-03,Deaths,0
Azerbaijan,2020-02-03,Recovered,0
Azerbaijan,2020-02-04,Confirmed,0
Azerbaijan,2020-02-04,Deaths,0
Azerbaijan,2020-02-04,Recovered,0
Azerbaijan,2020-02-05,Confirmed,0
Azerbaijan,2020-02-05,Deaths,0
Azerbaijan,2020-02-05,Recovered,0
Azerbaijan,2020-02-06,Confirmed,0
Azerbaijan,2020-02-06,Deaths,0
Azerbaijan,2020-02-06,Recovered,0
Azerbaijan,2020-02-07,Confirmed,0
Azerbaijan,2020-02-07,Deaths,0
Azerbaijan,2020-02-07,Recovered,0
Azerbaijan,2020-02-08,Confirmed,0
Azerbaijan,2020-02-08,Deaths,0
Azerbaijan,2020-02-08,Recovered,0
Azerbaijan,2020-02-09,Confirmed,0
Azerbaijan,2020-02-09,Deaths,0
Azerbaijan,2020-02-09,Recovered,0
Azerbaijan,2020-02-10,Confirmed,0
Azerbaijan,2020-02-10,Deaths,0
Azerbaijan,2020-02-10,Recovered,0
Azerbaijan,2020-02-11,Confirmed,0
Azerbaijan,2020-02-11,Deaths,0
Azerbaijan,2020-02-11,Recovered,0
Azerbaijan,2020-02-12,Confirmed,0
Azerbaijan,2020-02-12,Deaths,0
Azerbaijan,2020-02-12,Recovered,0
Azerbaijan,2020-02-13,Confirmed,0
Azerbaijan,2020-02-13,Deaths,0
Azerbaijan,2020-02-13,Recovered,0
Azerbaijan,2020-02-14,Confirmed,0
Azerbaijan,2020-02-14,Deaths,0
Azerbaijan,2020-02-14,Recovered,0
Azerbaijan,2020-02-15,Confirmed,0
Azerbaijan,2020-02-15,Deaths,0
Azerbaijan,2020-02-15,Recovered,0
Azerbaijan,2020-02-16,Confirmed,0
Azerbaijan,2020-02-16,Deaths,0
Azerbaijan,2020-02-16,Recovered,0
Azerbaijan,2020-02-17,Confirmed,0
Azerbaijan,2020-02-17,Deaths,0
Azerbaijan,2020-02-17,Recovered,0
Azerbaijan,2020-02-18,Confirmed,0
Azerbaijan,2020-02-18,Deaths,0
Azerbaijan,2020-02-18,Recovered,0
Azerbaijan,2020-02-19,Confirmed,0
Azerbaijan,2020-02-19,Deaths,0
Azerbaijan,2020-02-19,Recovered,0
Azerbaijan,2020-02-20,Confirmed,0
Azerbaijan,2020-02-20,Deaths,0
Azerbaijan,2020-02-20,Recovered,0
Azerbaijan,2020-02-21,Confirmed,0
Azerbaijan,2020-02-21,Deaths,0
Azerbaijan,2020-02-21,Recovered,0
Azerbaijan,2020-02-22,Confirmed,0
Azerbaijan,2020-02-22,Deaths,0
Azerbaijan,2020-02-22,Recovered,0
Azerbaijan,2020-02-23,Confirmed,0
Azerbaijan,2020-02-23,Deaths,0
Azerbaijan,2020-02-23,Recovered,0
Azerbaijan,2020-02-24,Confirmed,0
Azerbaijan,2020-02-24,Deaths,0
Azerbaijan,2020-02-24,Recovered,0
Azerbaijan,2020-02-25,Confirmed,0
Azerbaijan,2020-02-25,Deaths,0
Azerbaijan,2020-02-25,Recovered,0
Azerbaijan,2020-02-26,Confirmed,0
Azerbaijan,2020-02-26,Deaths,0
Azerbaijan,2020-02-26,Recovered,0
Azerbaijan,2020-02-27,Confirmed,0
Azerbaijan,2020-02-27,Deaths,0
Azerbaijan,2020-02-27,Recovered,0
Azerbaijan,2020-02-28,Confirmed,0
Azerbaijan,2020-02-28,Deaths,0
Azerbaijan,2020-02-28,Recovered,0
Azerbaijan,2020-02-29,Confirmed,0
Azerbaijan,2020-02-29,Deaths,0
Azerbaijan,2020-02-29,Recovered,0
Azerbaijan,2020-03-01,Confirmed,3
Azerbaijan,2020-03-01,Deaths,0
Azerbaijan,2020-03-01,Recovered,0
Azerbaijan,2020-03-02,Confirmed,3
Azerbaijan,2020-03-02,Deaths,0
Azerbaijan,2020-03-02,Recovered,0
Azerbaijan,2020-03-03,Confirmed,3
Azerbaijan,2020-03-03,Deaths,0
Azerbaijan,2020-03-03,Recovered,0
Azerbaijan,2020-03-04,Confirmed,3
Azerbaijan,2020-03-04,Deaths,0
Azerbaijan,2020-03-04,Recovered,0
Azerbaijan,2020-03-05,Confirmed,6
Azerbaijan,2020-03-05,Deaths,0
Azerbaijan,2020-03-05,Recovered,0
Azerbaijan,2020-03-06,Confirmed,6
Azerbaijan,2020-03-06,Deaths,0
Azerbaijan,2020-03-06,Recovered,0
Azerbaijan,2020-03-07,Confirmed,9
Azerbaijan,2020-03-07,Deaths,0
Azerbaijan,2020-03-07,Recovered,0
Azerbaijan,2020-03-08,Confirmed,9
Azerbaijan,2020-03-08,Deaths,0
Azerbaijan,2020-03-08,Recovered,0
Azerbaijan,2020-03-09,Confirmed,9
Azerbaijan,2020-03-09,Deaths,0
Azerbaijan,2020-03-09,Recovered,0
Azerbaijan,2020-03-10,Confirmed,11
Azerbaijan,2020-03-10,Deaths,0
Azerbaijan,2020-03-10,Recovered,0
Azerbaijan,2020-03-11,Confirmed,11
Azerbaijan,2020-03-11,Deaths,0
Azerbaijan,2020-03-11,Recovered,3
Azerbaijan,2020-03-12,Confirmed,11
Azerbaijan,2020-03-12,Deaths,0
Azerbaijan,2020-03-12,Recovered,3
Azerbaijan,2020-03-13,Confirmed,15
Azerbaijan,2020-03-13,Deaths,1
Azerbaijan,2020-03-13,Recovered,3
Azerbaijan,2020-03-14,Confirmed,15
Azerbaijan,2020-03-14,Deaths,1
Azerbaijan,2020-03-14,Recovered,3
Azerbaijan,2020-03-15,Confirmed,23
Azerbaijan,2020-03-15,Deaths,1
Azerbaijan,2020-03-15,Recovered,6
Azerbaijan,2020-03-16,Confirmed,15
Azerbaijan,2020-03-16,Deaths,1
Azerbaijan,2020-03-16,Recovered,6
Azerbaijan,2020-03-17,Confirmed,28
Azerbaijan,2020-03-17,Deaths,1
Azerbaijan,2020-03-17,Recovered,6
Bahrain,2020-01-22,Confirmed,0
Bahrain,2020-01-22,Deaths,0
Bahrain,2020-01-22,Recovered,0
Bahrain,2020-01-23,Confirmed,0
Bahrain,2020-01-23,Deaths,0
Bahrain,2020-01-23,Recovered,0
Bahrain,2020-01-24,Confirmed,0
Bahrain,2020-01-24,Deaths,0
Bahrain,2020-01-24,Recovered,0
Bahrain,2020-01-25,Confirmed,0
Bahrain,2020-01-25,Deaths,0
Bahrain,2020-01-25,Recovered,0
Bahrain,2020-01-26,Confirmed,0
Bahrain,2020-01-26,Deaths,0
Bahrain,2020-01-26,Recovered,0
Bahrain,2020-01-27,Confirmed,0
Bahrain,2020-01-27,Deaths,0
Bahrain,2020-01-27,Recovered,0
Bahrain,2020-01-28,Confirmed,0
Bahrain,2020-01-28,Deaths,0
Bahrain,2020-01-28,Recovered,0
Bahrain,2020-01-29,Confirmed,0
Bahrain,2020-01-29,Deaths,0
Bahrain,2020-01-29,Recovered,0
Bahrain,2020-01-30,Confirmed,0
Bahrain,2020-01-30,Deaths,0
Bahrain,2020-01-30,Recovered,0
Bahrain,2020-01-31,Confirmed,0
Bahrain,2020-01-31,Deaths,0
Bahrain,2020-01-31,Recovered,0
Bahrain,2020-02-01,Confirmed,0
Bahrain,2020-02-01,Deaths,0
Bahrain,2020-02-01,Recovered,0
Bahrain,2020-02-02,Confirmed,0
Bahrain,2020-02-02,Deaths,0
Bahrain,2020-02-02,Recovered,0
Bahrain,2020-02-03,Confirmed,0
Bahrain,2020-02-03,Deaths,0
Bahrain,2020-02-03,Recovered,0
Bahrain,2020-02-04,Confirmed,0
Bahrain,2020-02-04,Deaths,0
Bahrain,2020-02-04,Recovered,0
Bahrain,2020-02-05,Confirmed,0
Bahrain,2020-02-05,Deaths,0
Bahrain,2020-02-05,Recovered,0
Bahrain,2020-02-06,Confirmed,0
Bahrain,2020-02-06,Deaths,0
Bahrain,2020-02-06,Recovered,0
Bahrain,2020-02-07,Confirmed,0
Bahrain,2020-02-07,Deaths,0
Bahrain,2020-02-07,Recovered,0
Bahrain,2020-02-08,Confirmed,0
Bahrain,2020-02-08,Deaths,0
Bahrain,2020-02-08,Recovered,0
Bahrain,2020-02-09,Confirmed,0
Bahrain,2020-02-09,Deaths,0
Bahrain,2020-02-09,Recovered,0
Bahrain,2020-02-10,Confirmed,0
Bahrain,2020-02-10,Deaths,0
Bahrain,2020-02-10,Recovered,0
Bahrain,2020-02-11,Confirmed,0
Bahrain,2020-02-11,Deaths,0
Bahrain,2020-02-11,Recovered,0
Bahrain,2020-02-12,Confirmed,0
Bahrain,2020-02-12,Deaths,0
Bahrain,2020-02-12,Recovered,0
Bahrain,2020-02-13,Confirmed,0
Bahrain,2020-02-13,Deaths,0
Bahrain,2020-02-13,Recovered,0
Bahrain,2020-02-14,Confirmed,0
Bahrain,2020-02-14,Deaths,0
Bahrain,2020-02-14,Recovered,0
Bahrain,2020-02-15,Confirmed,0
Bahrain,2020-02-15,Deaths,0
Bahrain,2020-02-15,Recovered,0
Bahrain,2020-02-16,Confirmed,0
Bahrain,2020-02-16,Deaths,0
Bahrain,2020-02-16,Recovered,0
Bahrain,2020-02-17,Confirmed,0
Bahrain,2020-02-17,Deaths,0
Bahrain,2020-02-17,Recovered,0
Bahrain,2020-02-18,Confirmed,0
Bahrain,2020-02-18,Deaths,0
Bahrain,2020-02-18,Recovered,0
Bahrain,2020-02-19,Confirmed,0
Bahrain,2020-02-19,Deaths,0
Bahrain,2020-02-19,Recovered,0
Bahrain,2020-02-20,Confirmed,0
Bahrain,2020-02-20,Deaths,0
Bahrain,2020-02-20,Recovered,0
Bahrain,2020-02-21,Confirmed,0
Bahrain,2020-02-21,Deaths,0
Bahrain,2020-02-21,Recovered,0
Bahrain,2020-02-22,Confirmed,0
Bahrain,2020-02-22,Deaths,0
Bahrain,2020-02-22,Recovered,0
Bahrain,2020-02-23,Confirmed,0
Bahrain,2020-02-23,Deaths,0
Bahrain,2020-02-23,Recovered,0
Bahrain,2020-02-24,Confirmed,1
Bahrain,2020-02-24,Deaths,0
Bahrain,2020-02-24,Recovered,0
Bahrain,2020-02-25,Confirmed,23
Bahrain,2020-02-25,Deaths,0
Bahrain,2020-02-25,Recovered,0
Bahrain,2020-02-26,Confirmed,33
Bahrain,2020-02-26,Deaths,0
Bahrain,2020-02-26,Recovered,0
Bahrain,2020-02-27,Confirmed,33
Bahrain,2020-02-27,Deaths,0
Bahrain,2020-02-27,Recovered,0
Bahrain,2020-02-28,Confirmed,36
Bahrain,2020-02-28,Deaths,0
Bahrain,2020-02-28,Recovered,0
Bahrain,2020-02-29,Confirmed,41
Bahrain,2020-02-29,Deaths,0
Bahrain,2020-02-29,Recovered,0
Bahrain,2020-03-01,Confirmed,47
Bahrain,2020-03-01,Deaths,0
Bahrain,2020-03-01,Recovered,0
Bahrain,2020-03-02,Confirmed,49
Bahrain,2020-03-02,Deaths,0
Bahrain,2020-03-02,Recovered,0
Bahrain,2020-03-03,Confirmed,49
Bahrain,2020-03-03,Deaths,0
Bahrain,2020-03-03,Recovered,0
Bahrain,2020-03-04,Confirmed,52
Bahrain,2020-03-04,Deaths,0
Bahrain,2020-03-04,Recovered,0
Bahrain,2020-03-05,Confirmed,55
Bahrain,2020-03-05,Deaths,0
Bahrain,2020-03-05,Recovered,0
Bahrain,2020-03-06,Confirmed,60
Bahrain,2020-03-06,Deaths,0
Bahrain,2020-03-06,Recovered,4
Bahrain,2020-03-07,Confirmed,85
Bahrain,2020-03-07,Deaths,0
Bahrain,2020-03-07,Recovered,4
Bahrain,2020-03-08,Confirmed,85
Bahrain,2020-03-08,Deaths,0
Bahrain,2020-03-08,Recovered,4
Bahrain,2020-03-09,Confirmed,95
Bahrain,2020-03-09,Deaths,0
Bahrain,2020-03-09,Recovered,14
Bahrain,2020-03-10,Confirmed,110
Bahrain,2020-03-10,Deaths,0
Bahrain,2020-03-10,Recovered,22
Bahrain,2020-03-11,Confirmed,195
Bahrain,2020-03-11,Deaths,0
Bahrain,2020-03-11,Recovered,35
Bahrain,2020-03-12,Confirmed,195
Bahrain,2020-03-12,Deaths,0
Bahrain,2020-03-12,Recovered,35
Bahrain,2020-03-13,Confirmed,189
Bahrain,2020-03-13,Deaths,0
Bahrain,2020-03-13,Recovered,44
Bahrain,2020-03-14,Confirmed,210
Bahrain,2020-03-14,Deaths,0
Bahrain,2020-03-14,Recovered,44
Bahrain,2020-03-15,Confirmed,214
Bahrain,2020-03-15,Deaths,0
Bahrain,2020-03-15,Recovered,60
Bahrain,2020-03-16,Confirmed,214
Bahrain,2020-03-16,Deaths,1
Bahrain,2020-03-16,Recovered,77
Bahrain,2020-03-17,Confirmed,228
Bahrain,2020-03-17,Deaths,1
Bahrain,2020-03-17,Recovered,81
Bangladesh,2020-01-22,Confirmed,0
Bangladesh,2020-01-22,Deaths,0
Bangladesh,2020-01-22,Recovered,0
Bangladesh,2020-01-23,Confirmed,0
Bangladesh,2020-01-23,Deaths,0
Bangladesh,2020-01-23,Recovered,0
Bangladesh,2020-01-24,Confirmed,0
Bangladesh,2020-01-24,Deaths,0
Bangladesh,2020-01-24,Recovered,0
Bangladesh,2020-01-25,Confirmed,0
Bangladesh,2020-01-25,Deaths,0
Bangladesh,2020-01-25,Recovered,0
Bangladesh,2020-01-26,Confirmed,0
Bangladesh,2020-01-26,Deaths,0
Bangladesh,2020-01-26,Recovered,0
Bangladesh,2020-01-27,Confirmed,0
Bangladesh,2020-01-27,Deaths,0
Bangladesh,2020-01-27,Recovered,0
Bangladesh,2020-01-28,Confirmed,0
Bangladesh,2020-01-28,Deaths,0
Bangladesh,2020-01-28,Recovered,0
Bangladesh,2020-01-29,Confirmed,0
Bangladesh,2020-01-29,Deaths,0
Bangladesh,2020-01-29,Recovered,0
Bangladesh,2020-01-30,Confirmed,0
Bangladesh,2020-01-30,Deaths,0
Bangladesh,2020-01-30,Recovered,0
Bangladesh,2020-01-31,Confirmed,0
Bangladesh,2020-01-31,Deaths,0
Bangladesh,2020-01-31,Recovered,0
Bangladesh,2020-02-01,Confirmed,0
Bangladesh,2020-02-01,Deaths,0
Bangladesh,2020-02-01,Recovered,0
Bangladesh,2020-02-02,Confirmed,0
Bangladesh,2020-02-02,Deaths,0
Bangladesh,2020-02-02,Recovered,0
Bangladesh,2020-02-03,Confirmed,0
Bangladesh,2020-02-03,Deaths,0
Bangladesh,2020-02-03,Recovered,0
Bangladesh,2020-02-04,Confirmed,0
Bangladesh,2020-02-04,Deaths,0
Bangladesh,2020-02-04,Recovered,0
Bangladesh,2020-02-05,Confirmed,0
Bangladesh,2020-02-05,Deaths,0
Bangladesh,2020-02-05,Recovered,0
Bangladesh,2020-02-06,Confirmed,0
Bangladesh,2020-02-06,Deaths,0
Bangladesh,2020-02-06,Recovered,0
Bangladesh,2020-02-07,Confirmed,0
Bangladesh,2020-02-07,Deaths,0
Bangladesh,2020-02-07,Recovered,0
Bangladesh,2020-02-08,Confirmed,0
Bangladesh,2020-02-08,Deaths,0
Bangladesh,2020-02-08,Recovered,0
Bangladesh,2020-02-09,Confirmed,0
Bangladesh,2020-02-09,Deaths,0
Bangladesh,2020-02-09,Recovered,0
Bangladesh,2020-02-10,Confirmed,0
Bangladesh,2020-02-10,Deaths,0
Bangladesh,2020-02-10,Recovered,0
Bangladesh,2020-02-11,Confirmed,0
Bangladesh,2020-02-11,Deaths,0
Bangladesh,2020-02-11,Recovered,0
Bangladesh,2020-02-12,Confirmed,0
Bangladesh,2020-02-12,Deaths,0
Bangladesh,2020-02-12,Recovered,0
Bangladesh,2020-02-13,Confirmed,0
Bangladesh,2020-02-13,Deaths,0
Bangladesh,2020-02-13,Recovered,0
Bangladesh,2020-02-14,Confirmed,0
Bangladesh,2020-02-14,Deaths,0
Bangladesh,2020-02-14,Recovered,0
Bangladesh,2020-02-15,Confirmed,0
Bangladesh,2020-02-15,Deaths,0
Bangladesh,2020-02-15,Recovered,0
Bangladesh,2020-02-16,Confirmed,0
Bangladesh,2020-02-16,Deaths,0
Bangladesh,2020-02-16,Recovered,0
Bangladesh,2020-02-17,Confirmed,0
Bangladesh,2020-02-17,Deaths,0
Bangladesh,2020-02-17,Recovered,0
Bangladesh,2020-02-18,Confirmed,0
Bangladesh,2020-02-18,Deaths,0
Bangladesh,2020-02-18,Recovered,0
Bangladesh,2020-02-19,Confirmed,0
Bangladesh,2020-02-19,Deaths,0
Bangladesh,2020-02-19,Recovered,0
Bangladesh,2020-02-20,Confirmed,0
Bangladesh,2020-02-20,Deaths,0
Bangladesh,2020-02-20,Recovered,0
Bangladesh,2020-02-21,Confirmed,0
Bangladesh,2020-02-21,Deaths,0
Bangladesh,2020-02-21,Recovered,0
Bangladesh,2020-02-22,Confirmed,0
Bangladesh,2020-02-22,Deaths,0
Bangladesh,2020-02-22,Recovered,0
Bangladesh,2020-02-23,Confirmed,0
Bangladesh,2020-02-23,Deaths,0
Bangladesh,2020-02-23,Recovered,0
Bangladesh,2020-02-24,Confirmed,0
Bangladesh,2020-02-24,Deaths,0
Bangladesh,2020-02-24,Recovered,0
Bangladesh,2020-02-25,Confirmed,0
Bangladesh,2020-02-25,Deaths,0
Bangladesh,2020-02-25,Recovered,0
Bangladesh,2020-02-26,Confirmed,0
Bangladesh,2020-02-26,Deaths,0
Bangladesh,2020-02-26,Recovered,0
Bangladesh,2020-02-27,Confirmed,0
Bangladesh,2020-02-27,Deaths,0
Bangladesh,2020-02-27,Recovered,0
Bangladesh,2020-02-28,Confirmed,0
Bangladesh,2020-02-28,Deaths,0
Bangladesh,2020-02-28,Recovered,0
Bangladesh,2020-02-29,Confirmed,0
Bangladesh,2020-02-29,Deaths,0
Bangladesh,2020-02-29,Recovered,0
Bangladesh,2020-03-01,Confirmed,0
Bangladesh,2020-03-01,Deaths,0
Bangladesh,2020-03-01,Recovered,0
Bangladesh,2020-03-02,Confirmed,0
Bangladesh,2020-03-02,Deaths,0
Bangladesh,2020-03-02,Recovered,0
Bangladesh,2020-03-03,Confirmed,0
Bangladesh,2020-03-03,Deaths,0
Bangladesh,2020-03-03,Recovered,0
Bangladesh,2020-03-04,Confirmed,0
Bangladesh,2020-03-04,Deaths,0
Bangladesh,2020-03-04,Recovered,0
Bangladesh,2020-03-05,Confirmed,0
Bangladesh,2020-03-05,Deaths,0
Bangladesh,2020-03-05,Recovered,0
Bangladesh,2020-03-06,Confirmed,0
Bangladesh,2020-03-06,Deaths,0
Bangladesh,2020-03-06,Recovered,0
Bangladesh,2020-03-07,Confirmed,0
Bangladesh,2020-03-07,Deaths,0
Bangladesh,2020-03-07,Recovered,0
Bangladesh,2020-03-08,Confirmed,3
Bangladesh,2020-03-08,Deaths,0
Bangladesh,2020-03-08,Recovered,0
Bangladesh,2020-03-09,Confirmed,3
Bangladesh,2020-03-09,Deaths,0
Bangladesh,2020-03-09,Recovered,0
Bangladesh,2020-03-10,Confirmed,3
Bangladesh,2020-03-10,Deaths,0
Bangladesh,2020-03-10,Recovered,0
Bangladesh,2020-03-11,Confirmed,3
Bangladesh,2020-03-11,Deaths,0
Bangladesh,2020-03-11,Recovered,0
Bangladesh,2020-03-12,Confirmed,3
Bangladesh,2020-03-12,Deaths,0
Bangladesh,2020-03-12,Recovered,0
Bangladesh,2020-03-13,Confirmed,3
Bangladesh,2020-03-13,Deaths,0
Bangladesh,2020-03-13,Recovered,0
Bangladesh,2020-03-14,Confirmed,3
Bangladesh,2020-03-14,Deaths,0
Bangladesh,2020-03-14,Recovered,0
Bangladesh,2020-03-15,Confirmed,5
Bangladesh,2020-03-15,Deaths,0
Bangladesh,2020-03-15,Recovered,0
Bangladesh,2020-03-16,Confirmed,8
Bangladesh,2020-03-16,Deaths,0
Bangladesh,2020-03-16,Recovered,2
Bangladesh,2020-03-17,Confirmed,10
Bangladesh,2020-03-17,Deaths,0
Bangladesh,2020-03-17,Recovered,3
Barbados,2020-01-22,Confirmed,0
Barbados,2020-01-22,Deaths,0
Barbados,2020-01-22,Recovered,0
Barbados,2020-01-23,Confirmed,0
Barbados,2020-01-23,Deaths,0
Barbados,2020-01-23,Recovered,0
Barbados,2020-01-24,Confirmed,0
Barbados,2020-01-24,Deaths,0
Barbados,2020-01-24,Recovered,0
Barbados,2020-01-25,Confirmed,0
Barbados,2020-01-25,Deaths,0
Barbados,2020-01-25,Recovered,0
Barbados,2020-01-26,Confirmed,0
Barbados,2020-01-26,Deaths,0
Barbados,2020-01-26,Recovered,0
Barbados,2020-01-27,Confirmed,0
Barbados,2020-01-27,Deaths,0
Barbados,2020-01-27,Recovered,0
Barbados,2020-01-28,Confirmed,0
Barbados,2020-01-28,Deaths,0
Barbados,2020-01-28,Recovered,0
Barbados,2020-01-29,Confirmed,0
Barbados,2020-01-29,Deaths,0
Barbados,2020-01-29,Recovered,0
Barbados,2020-01-30,Confirmed,0
Barbados,2020-01-30,Deaths,0
Barbados,2020-01-30,Recovered,0
Barbados,2020-01-31,Confirmed,0
Barbados,2020-01-31,Deaths,0
Barbados,2020-01-31,Recovered,0
Barbados,2020-02-01,Confirmed,0
Barbados,2020-02-01,Deaths,0
Barbados,2020-02-01,Recovered,0
Barbados,2020-02-02,Confirmed,0
Barbados,2020-02-02,Deaths,0
Barbados,2020-02-02,Recovered,0
Barbados,2020-02-03,Confirmed,0
Barbados,2020-02-03,Deaths,0
Barbados,2020-02-03,Recovered,0
Barbados,2020-02-04,Confirmed,0
Barbados,2020-02-04,Deaths,0
Barbados,2020-02-04,Recovered,0
Barbados,2020-02-05,Confirmed,0
Barbados,2020-02-05,Deaths,0
Barbados,2020-02-05,Recovered,0
Barbados,2020-02-06,Confirmed,0
Barbados,2020-02-06,Deaths,0
Barbados,2020-02-06,Recovered,0
Barbados,2020-02-07,Confirmed,0
Barbados,2020-02-07,Deaths,0
Barbados,2020-02-07,Recovered,0
Barbados,2020-02-08,Confirmed,0
Barbados,2020-02-08,Deaths,0
Barbados,2020-02-08,Recovered,0
Barbados,2020-02-09,Confirmed,0
Barbados,2020-02-09,Deaths,0
Barbados,2020-02-09,Recovered,0
Barbados,2020-02-10,Confirmed,0
Barbados,2020-02-10,Deaths,0
Barbados,2020-02-10,Recovered,0
Barbados,2020-02-11,Confirmed,0
Barbados,2020-02-11,Deaths,0
Barbados,2020-02-11,Recovered,0
Barbados,2020-02-12,Confirmed,0
Barbados,2020-02-12,Deaths,0
Barbados,2020-02-12,Recovered,0
Barbados,2020-02-13,Confirmed,0
Barbados,2020-02-13,Deaths,0
Barbados,2020-02-13,Recovered,0
Barbados,2020-02-14,Confirmed,0
Barbados,2020-02-14,Deaths,0
Barbados,2020-02-14,Recovered,0
Barbados,2020-02-15,Confirmed,0
Barbados,2020-02-15,Deaths,0
Barbados,2020-02-15,Recovered,0
Barbados,2020-02-16,Confirmed,0
Barbados,2020-02-16,Deaths,0
Barbados,2020-02-16,Recovered,0
Barbados,2020-02-17,Confirmed,0
Barbados,2020-02-17,Deaths,0
Barbados,2020-02-17,Recovered,0
Barbados,2020-02-18,Confirmed,0
Barbados,2020-02-18,Deaths,0
Barbados,2020-02-18,Recovered,0
Barbados,2020-02-19,Confirmed,0
Barbados,2020-02-19,Deaths,0
Barbados,2020-02-19,Recovered,0
Barbados,2020-02-20,Confirmed,0
Barbados,2020-02-20,Deaths,0
Barbados,2020-02-20,Recovered,0
Barbados,2020-02-21,Confirmed,0
Barbados,2020-02-21,Deaths,0
Barbados,2020-02-21,Recovered,0
Barbados,2020-02-22,Confirmed,0
Barbados,2020-02-22,Deaths,0
Barbados,2020-02-22,Recovered,0
Barbados,2020-02-23,Confirmed,0
Barbados,2020-02-23,Deaths,0
Barbados,2020-02-23,Recovered,0
Barbados,2020-02-24,Confirmed,0
Barbados,2020-02-24,Deaths,0
Barbados,2020-02-24,Recovered,0
Barbados,2020-02-25,Confirmed,0
Barbados,2020-02-25,Deaths,0
Barbados,2020-02-25,Recovered,0
Barbados,2020-02-26,Confirmed,0
Barbados,2020-02-26,Deaths,0
Barbados,2020-02-26,Recovered,0
Barbados,2020-02-27,Confirmed,0
Barbados,2020-02-27,Deaths,0
Barbados,2020-02-27,Recovered,0
Barbados,2020-02-28,Confirmed,0
Barbados,2020-02-28,Deaths,0
Barbados,2020-02-28,Recovered,0
Barbados,2020-02-29,Confirmed,0
Barbados,2020-02-29,Deaths,0
Barbados,2020-02-29,Recovered,0
Barbados,2020-03-01,Confirmed,0
Barbados,2020-03-01,Deaths,0
Barbados,2020-03-01,Recovered,0
Barbados,2020-03-02,Confirmed,0
Barbados,2020-03-02,Deaths,0
Barbados,2020-03-02,Recovered,0
Barbados,2020-03-03,Confirmed,0
Barbados,2020-03-03,Deaths,0
Barbados,2020-03-03,Recovered,0
Barbados,2020-03-04,Confirmed,0
Barbados,2020-03-04,Deaths,0
Barbados,2020-03-04,Recovered,0
Barbados,2020-03-05,Confirmed,0
Barbados,2020-03-05,Deaths,0
Barbados,2020-03-05,Recovered,0
Barbados,2020-03-06,Confirmed,0
Barbados,2020-03-06,Deaths,0
Barbados,2020-03-06,Recovered,0
Barbados,2020-03-07,Confirmed,0
Barbados,2020-03-07,Deaths,0
Barbados,2020-03-07,Recovered,0
Barbados,2020-03-08,Confirmed,0
Barbados,2020-03-08,Deaths,0
Barbados,2020-03-08,Recovered,0
Barbados,2020-03-09,Confirmed,0
Barbados,2020-03-09,Deaths,0
Barbados,2020-03-09,Recovered,0
Barbados,2020-03-10,Confirmed,0
Barbados,2020-03-10,Deaths,0
Barbados,2020-03-10,Recovered,0
Barbados,2020-03-11,Confirmed,0
